date,Wheat,Coffe,Corn
20020318,2.7775,0.5155,2.0625
20020319,2.815,0.5335,2.065
20020320,2.7725,0.56,2.0575
20020321,2.82,0.5395,2.055
20020322,2.8175,0.543,2.0475
20020325,2.8375,0.5445,2.0375
20020326,2.8725,0.5505,2.045
20020327,2.9425,0.5595,2.0625
20020328,2.85,0.572,2.025
20020401,2.8525,0.585,2.035
20020402,2.8325,0.5935,2.0375
20020403,2.835,0.5945,2.0125
20020404,2.805,0.568,2.015
20020405,2.7725,0.55,2.005
20020408,2.73,0.5405,2.015
20020409,2.7025,0.561,2.0125
20020410,2.725,0.5605,1.9975
20020411,2.7125,0.5495,1.9875
20020412,2.725,0.532,1.9775
20020415,2.7175,0.5315,1.96
20020416,2.75,0.53,1.9775
20020417,2.7575,0.535,1.9975
20020418,2.6825,0.5575,1.9825
20020419,2.67,0.5305,1.9725
20020422,2.6475,0.5385,1.9875
20020423,2.645,0.544,1.9875
20020424,2.635,0.5285,1.9775
20020425,2.6245,0.5092,1.982
20020426,2.6125,0.5068,1.9895
20020429,2.614,0.5072,1.9715
20020430,2.6735,0.5242,1.991
20020501,2.7375,0.509,2.03
20020502,2.665,0.5095,2.005
20020503,2.685,0.5105,2.01
20020506,2.715,0.509,2.005
20020507,2.735,0.511,2.0475
20020508,2.7225,0.504,2.045
20020509,2.7275,0.495,2.055
20020510,2.715,0.4975,2.06
20020513,2.7875,0.4915,2.15
20020514,2.785,0.4945,2.155
20020515,2.835,0.494,2.1625
20020516,2.765,0.5075,2.1325
20020517,2.7375,0.507,2.09
20020520,2.7675,0.514,2.115
20020521,2.73,0.527,2.1075
20020522,2.69,0.507,2.075
20020523,2.715,0.507,2.0775
20020524,2.6925,0.514,2.05
20020528,2.72,0.506,2.075
20020529,2.7625,0.5165,2.115
20020530,2.765,0.516,2.125
20020531,2.8225,0.519,2.14
20020603,2.8675,0.512,2.095
20020604,2.82,0.5085,2.105
20020605,2.8325,0.5015,2.1025
20020606,2.805,0.5025,2.09
20020607,2.75,0.4915,2.0675
20020610,2.7825,0.495,2.0675
20020611,2.795,0.4935,2.0425
20020612,2.835,0.489,2.0675
20020613,2.955,0.472,2.1175
20020614,2.9425,0.4645,2.0925
20020617,2.8925,0.471,2.08
20020618,2.8925,0.465,2.0675
20020619,2.915,0.4645,2.0875
20020620,2.9125,0.478,2.1
20020621,2.8725,0.471,2.1025
20020624,2.9175,0.479,2.18
20020625,2.9275,0.4773,2.2135
20020626,2.962,0.4722,2.245
20020627,3.11,0.4808,2.3065
20020628,3.118,0.4838,2.315
20020701,3.225,0.5005,2.405
20020702,3.205,0.52,2.355
20020703,3.22,0.5025,2.3125
20020708,3.17,0.504,2.2925
20020709,3.205,0.511,2.325
20020710,3.2475,0.518,2.2875
20020711,3.2325,0.537,2.2375
20020712,3.1825,0.5165,2.225
20020715,3.2375,0.5075,2.2725
20020716,3.34,0.5065,2.3475
20020717,3.35,0.5075,2.315
20020718,3.3325,0.488,2.3275
20020719,3.3075,0.4855,2.3475
20020722,3.3975,0.4845,2.46
20020723,3.3275,0.488,2.415
20020724,3.36,0.478,2.4925
20020725,3.35,0.4835,2.4425
20020726,3.35,0.484,2.43
20020729,3.265,0.4725,2.31
20020730,3.26,0.4705,2.36
20020731,3.34,0.468,2.4725
20020801,3.3475,0.475,2.4925
20020802,3.37,0.481,2.5275
20020805,3.38,0.4715,2.535
20020806,3.4175,0.4735,2.5125
20020807,3.4625,0.4735,2.49
20020808,3.385,0.479,2.4625
20020809,3.445,0.4755,2.5025
20020812,3.5175,0.4845,2.6075
20020813,3.5675,0.479,2.6775
20020814,3.57,0.482,2.73
20020815,3.505,0.465,2.7225
20020816,3.4775,0.469,2.7075
20020819,3.4925,0.4645,2.66
20020820,3.3875,0.47,2.595
20020821,3.3825,0.467,2.6125
20020822,3.4025,0.4825,2.605
20020823,3.4775,0.492,2.625
20020826,3.535,0.4835,2.6325
20020827,3.549,0.4904,2.6345
20020828,3.5955,0.5154,2.638
20020829,3.605,0.5192,2.6265
20020830,3.6845,0.5286,2.663
20020903,3.7425,0.5585,2.7425
20020904,3.8625,0.578,2.785
20020905,3.93,0.567,2.805
20020906,4.1,0.5755,2.8325
20020909,4.22,0.613,2.8925
20020910,4.16,0.5995,2.875
20020911,4.1425,0.5935,2.925
20020912,4.06,0.611,2.8325
20020913,3.9275,0.616,2.7625
20020916,4.0075,0.63,2.78
20020917,4.0525,0.617,2.765
20020918,4.13,0.6025,2.725
20020919,3.955,0.5845,2.6675
20020920,4,0.5605,2.6075
20020923,3.895,0.5465,2.5425
20020924,4.035,0.5485,2.595
20020925,3.91,0.5615,2.585
20020926,4.0225,0.552,2.605
20020927,4.025,0.5565,2.5875
20020930,3.965,0.545,2.515
20021001,3.965,0.5655,2.5575
20021002,3.835,0.5695,2.57
20021003,3.7475,0.5645,2.545
20021004,3.7625,0.56,2.5775
20021007,3.8175,0.5775,2.6
20021008,3.8175,0.5825,2.575
20021009,3.7225,0.588,2.56
20021010,3.6575,0.574,2.515
20021011,3.655,0.5735,2.4675
20021014,3.6325,0.628,2.455
20021015,3.9325,0.697,2.54
20021016,4.0825,0.671,2.5325
20021017,4.06,0.663,2.555
20021018,4.13,0.626,2.5425
20021021,4.0875,0.653,2.5425
20021022,4.0375,0.641,2.515
20021023,3.965,0.643,2.5025
20021024,4.1175,0.675,2.5025
20021025,4.105,0.6855,2.5025
20021028,4.155,0.647,2.475
20021029,4.1575,0.629,2.49
20021030,4.0675,0.63,2.46
20021031,4.0225,0.6595,2.475
20021101,4.135,0.64,2.475
20021104,4.0825,0.6525,2.4425
20021105,4.0075,0.659,2.42
20021106,3.945,0.6615,2.43
20021107,3.97,0.6655,2.41
20021108,3.825,0.6785,2.3575
20021111,3.835,0.661,2.3575
20021112,3.745,0.6375,2.3825
20021113,3.81,0.64,2.405
20021114,3.9125,0.6425,2.44
20021115,3.8975,0.664,2.42
20021118,3.8225,0.6475,2.4375
20021119,3.85,0.6675,2.475
20021120,3.745,0.681,2.48
20021121,3.7425,0.673,2.465
20021122,3.7375,0.677,2.4775
20021125,3.825,0.6709,2.4355
20021126,3.763,0.687,2.4325
20021127,3.8245,0.698,2.4285
20021202,3.7625,0.7285,2.4125
20021203,3.6025,0.7095,2.3875
20021204,3.6175,0.701,2.3925
20021205,3.53,0.711,2.36
20021206,3.5775,0.673,2.3725
20021209,3.575,0.663,2.3675
20021210,3.495,0.6565,2.3825
20021211,3.5475,0.6175,2.405
20021212,3.545,0.6055,2.3925
20021213,3.53,0.601,2.4
20021216,3.55,0.6125,2.3875
20021217,3.615,0.6215,2.3825
20021218,3.56,0.626,2.4
20021219,3.5025,0.6155,2.3975
20021220,3.4275,0.622,2.3925
20021223,3.4575,0.6145,2.4275
20021227,3.33,0.6135,2.3975
20021230,3.29,0.6135,2.3575
20021231,3.25,0.602,2.3575
20030102,3.2875,0.6165,2.37
20030103,3.305,0.6125,2.36
20030106,3.315,0.6325,2.3575
20030107,3.2775,0.635,2.4
20030108,3.37,0.6285,2.4525
20030109,3.29,0.627,2.435
20030110,3.1925,0.6505,2.3475
20030113,3.1125,0.649,2.305
20030114,3.1425,0.649,2.3125
20030115,3.1275,0.6595,2.3125
20030116,3.11,0.6585,2.3075
20030117,3.1675,0.6625,2.325
20030121,3.1925,0.664,2.3375
20030122,3.145,0.6815,2.3475
20030123,3.1175,0.682,2.355
20030124,3.185,0.6765,2.355
20030127,3.105,0.6565,2.35
20030128,3.17,0.6515,2.385
20030129,3.13,0.6375,2.355
20030130,3.15,0.6395,2.37
20030131,3.205,0.653,2.3825
20030203,3.235,0.6615,2.3675
20030204,3.24,0.6505,2.3775
20030205,3.24,0.6425,2.3675
20030206,3.27,0.6565,2.39
20030207,3.31,0.658,2.3975
20030210,3.3475,0.668,2.415
20030211,3.3,0.661,2.415
20030212,3.255,0.648,2.3925
20030213,3.265,0.617,2.3975
20030214,3.3425,0.6265,2.4025
20030219,3.2775,0.6115,2.3525
20030220,3.32,0.6225,2.355
20030221,3.285,0.616,2.3175
20030224,3.215,0.6,2.3075
20030225,3.206,0.592,2.3235
20030226,3.1985,0.5895,2.3255
20030227,3.096,0.5985,2.3145
20030228,3.107,0.5869,2.3295
20030303,3.16,0.5995,2.345
20030304,3.19,0.593,2.3625
20030305,3.14,0.606,2.375
20030306,3.1375,0.6075,2.4025
20030307,3.045,0.61,2.4
20030310,3.05,0.6145,2.37
20030311,3.03,0.596,2.35
20030312,2.9925,0.5915,2.355
20030313,3.0325,0.594,2.355
20030314,2.995,0.597,2.33
20030317,2.9275,0.5755,2.2975
20030318,2.96,0.586,2.2975
20030319,2.9475,0.5915,2.315
20030320,2.9475,0.607,2.3375
20030321,2.86,0.613,2.315
20030324,2.81,0.5985,2.29
20030325,2.81,0.5805,2.2825
20030326,2.8425,0.5795,2.28
20030327,2.835,0.5715,2.2875
20030328,2.7925,0.5825,2.2775
20030331,2.8675,0.5865,2.365
20030401,2.83,0.583,2.395
20030402,2.875,0.6015,2.4025
20030403,2.815,0.614,2.3875
20030404,2.85,0.608,2.39
20030407,2.9025,0.6225,2.4325
20030408,2.835,0.612,2.4275
20030409,2.87,0.608,2.42
20030410,2.855,0.6045,2.3875
20030411,2.8425,0.6045,2.3925
20030414,2.8075,0.579,2.3925
20030415,2.86,0.592,2.4175
20030416,2.8175,0.597,2.3925
20030417,2.86,0.6245,2.4075
20030421,2.9025,0.6335,2.3875
20030422,2.8825,0.648,2.3875
20030423,2.9425,0.6435,2.3875
20030424,2.9275,0.6405,2.3725
20030425,2.919,0.6397,2.346
20030428,2.8435,0.6347,2.3155
20030429,2.8135,0.6588,2.3145
20030430,2.821,0.6905,2.3155
20030501,2.8175,0.6915,2.315
20030502,2.8375,0.6785,2.325
20030505,2.8875,0.682,2.3725
20030506,2.93,0.695,2.375
20030507,3.0175,0.6855,2.425
20030508,2.985,0.6875,2.425
20030509,3.21,0.684,2.52
20030512,3.31,0.6845,2.5225
20030513,3.3125,0.6735,2.5275
20030514,3.2925,0.6545,2.5125
20030515,3.3875,0.648,2.5575
20030516,3.385,0.6545,2.5425
20030519,3.285,0.648,2.4675
20030520,3.35,0.6715,2.4675
20030521,3.3225,0.6605,2.455
20030522,3.255,0.6635,2.4375
20030523,3.2275,0.6565,2.4375
20030527,3.275,0.6115,2.42
20030528,3.19,0.6055,2.4125
20030529,3.24,0.593,2.45
20030530,3.2425,0.5835,2.4425
20030602,3.1875,0.6,2.415
20030603,3.195,0.596,2.4
20030604,3.135,0.593,2.375
20030605,3.205,0.5905,2.3575
20030606,3.205,0.594,2.3875
20030609,3.2725,0.589,2.3625
20030610,3.3375,0.603,2.3925
20030611,3.305,0.6125,2.44
20030612,3.37,0.6135,2.47
20030613,3.1775,0.605,2.4175
20030616,3.16,0.601,2.405
20030617,3.1675,0.5965,2.42
20030618,3.165,0.585,2.4425
20030619,3.1575,0.5655,2.445
20030620,3.1175,0.5605,2.4275
20030623,3.07,0.563,2.395
20030624,3.0225,0.5745,2.3925
20030625,3.025,0.5659,2.3795
20030626,3.017,0.5896,2.31
20030627,3.0065,0.5975,2.3125
20030630,3.0875,0.6066,2.247
20030701,3.145,0.61,2.2525
20030702,3.1425,0.637,2.2325
20030703,3.1025,0.6255,2.2225
20030707,3.0625,0.6205,2.195
20030708,3.08,0.6255,2.2325
20030709,3.17,0.634,2.2075
20030710,3.15,0.6165,2.15
20030711,3.215,0.619,2.1325
20030714,3.1875,0.631,2.12
20030715,3.1525,0.627,2.085
20030716,3.2075,0.63,2.08
20030717,3.275,0.6355,2.0725
20030718,3.355,0.632,2.06
20030721,3.345,0.6025,2.0825
20030722,3.3325,0.595,2.085
20030723,3.4625,0.594,2.055
20030724,3.435,0.59,2.055
20030725,3.425,0.6085,2.065
20030728,3.495,0.6135,2.0975
20030729,3.4725,0.6295,2.1
20030730,3.3925,0.6275,2.0775
20030731,3.485,0.6345,2.06
20030801,3.51,0.6505,2.0675
20030804,3.54,0.65,2.095
20030805,3.4975,0.6325,2.095
20030806,3.585,0.639,2.115
20030807,3.5725,0.6445,2.1225
20030808,3.575,0.637,2.1275
20030811,3.585,0.611,2.095
20030812,3.6175,0.6045,2.1975
20030813,3.65,0.6175,2.2
20030814,3.6825,0.6045,2.2
20030815,3.785,0.601,2.2025
20030818,3.835,0.5945,2.2875
20030819,3.6925,0.592,2.23
20030820,3.66,0.591,2.2675
20030821,3.63,0.611,2.245
20030822,3.6275,0.603,2.2675
20030825,3.5825,0.607,2.2725
20030826,3.6355,0.6083,2.2935
20030827,3.6595,0.6104,2.322
20030828,3.6685,0.6222,2.3525
20030829,3.783,0.6301,2.4005
20030902,3.7725,0.637,2.4
20030903,3.715,0.6335,2.4425
20030904,3.6775,0.6495,2.47
20030905,3.59,0.6635,2.43
20030908,3.6175,0.7035,2.4025
20030909,3.585,0.7085,2.4275
20030910,3.5775,0.7075,2.4225
20030911,3.5175,0.7205,2.33
20030912,3.515,0.7015,2.28
20030915,3.5625,0.6575,2.27
20030916,3.535,0.626,2.2425
20030917,3.495,0.637,2.2375
20030918,3.4075,0.626,2.2375
20030919,3.4725,0.63,2.26
20030922,3.455,0.6475,2.2775
20030923,3.4475,0.642,2.2375
20030924,3.53,0.6535,2.2425
20030925,3.605,0.6505,2.2625
20030926,3.595,0.6335,2.2625
20030929,3.5525,0.634,2.26
20030930,3.6025,0.629,2.2025
20031001,3.6425,0.6515,2.2025
20031002,3.59,0.645,2.2025
20031003,3.5225,0.651,2.23
20031006,3.41,0.632,2.2125
20031007,3.325,0.633,2.235
20031008,3.2775,0.6265,2.215
20031009,3.2725,0.622,2.2175
20031010,3.2675,0.612,2.1625
20031013,3.34,0.6055,2.175
20031014,3.255,0.6145,2.185
20031015,3.345,0.6105,2.165
20031016,3.3625,0.614,2.1475
20031017,3.2825,0.605,2.1425
20031020,3.3375,0.616,2.1375
20031021,3.405,0.6245,2.1575
20031022,3.545,0.6185,2.2025
20031023,3.695,0.625,2.35
20031024,3.6925,0.631,2.35
20031027,3.6725,0.6455,2.3525
20031028,3.7725,0.6455,2.4025
20031029,3.7575,0.613,2.4825
20031030,3.69,0.597,2.4775
20031031,3.695,0.5865,2.4725
20031103,3.65,0.5865,2.4
20031104,3.635,0.5975,2.3225
20031105,3.78,0.5945,2.3675
20031106,3.755,0.597,2.3425
20031107,3.78,0.6035,2.3525
20031110,3.83,0.591,2.3275
20031111,3.89,0.593,2.325
20031112,4.035,0.59,2.4025
20031113,4.0575,0.6015,2.4075
20031114,4.055,0.595,2.405
20031117,3.9975,0.5925,2.3825
20031118,3.8825,0.596,2.3575
20031119,3.635,0.596,2.3125
20031120,3.735,0.5765,2.3525
20031121,3.8325,0.5727,2.36
20031124,3.8165,0.5841,2.357
20031125,3.9245,0.5915,2.415
20031126,3.937,0.6007,2.4535
20031201,4.0875,0.624,2.4925
20031202,4.065,0.649,2.4825
20031203,4.1475,0.6525,2.5225
20031204,4.11,0.637,2.49
20031205,4.0325,0.6465,2.485
20031208,4.095,0.6645,2.48
20031209,4.065,0.6615,2.4975
20031210,3.9875,0.655,2.4975
20031211,3.8975,0.646,2.51
20031212,3.935,0.655,2.525
20031215,3.865,0.622,2.535
20031216,3.895,0.625,2.52
20031217,3.86,0.6365,2.515
20031218,3.9325,0.6315,2.495
20031219,3.9425,0.643,2.4925
20031222,3.855,0.641,2.4625
20031223,3.705,0.6385,2.4375
20031224,3.63,0.6325,2.3575
20031229,3.64,0.6395,2.4275
20031230,3.6525,0.6365,2.425
20031231,3.77,0.6495,2.46
20040105,3.985,0.686,2.53
20040106,3.945,0.7005,2.515
20040107,3.955,0.6885,2.5
20040108,3.94,0.6835,2.5175
20040109,3.855,0.688,2.51
20040112,3.9925,0.708,2.655
20040113,3.92,0.6995,2.685
20040114,3.9525,0.6935,2.6875
20040115,3.8625,0.6955,2.6875
20040116,3.98,0.7115,2.725
20040120,3.955,0.747,2.7525
20040121,3.92,0.7395,2.7725
20040122,3.87,0.753,2.76
20040123,3.815,0.7445,2.77
20040126,3.8125,0.7735,2.8125
20040127,3.8,0.7865,2.7625
20040128,3.7475,0.7675,2.7075
20040129,3.8025,0.752,2.7
20040130,3.89,0.755,2.7625
20040202,3.85,0.7495,2.7125
20040203,3.805,0.7465,2.73
20040204,3.76,0.726,2.7025
20040205,3.81,0.726,2.7525
20040206,3.785,0.718,2.79
20040209,3.8225,0.715,2.8425
20040210,3.845,0.7415,2.8
20040211,3.885,0.7435,2.8425
20040212,3.8675,0.7515,2.8125
20040213,3.8025,0.74,2.825
20040217,3.7525,0.743,2.84
20040218,3.645,0.7035,2.7975
20040219,3.7275,0.7065,2.8475
20040220,3.715,0.703,2.8475
20040223,3.91,0.6975,2.8725
20040224,3.937,0.7343,2.9215
20040225,3.9015,0.7313,2.9445
20040226,3.9275,0.7562,2.996
20040227,3.8875,0.7641,3.0165
20040301,3.85,0.76,3.0275
20040302,3.8175,0.753,2.9575
20040303,3.7625,0.7345,2.9775
20040304,3.785,0.7455,2.97
20040305,3.7375,0.7495,2.9725
20040308,3.6775,0.752,2.925
20040309,3.7025,0.737,3.015
20040310,3.66,0.7465,2.9825
20040311,3.6125,0.7645,2.99
20040312,3.645,0.7605,3.0125
20040315,3.73,0.7745,3.075
20040316,3.72,0.779,3.0525
20040317,3.915,0.768,3.0825
20040318,3.98,0.762,3.12
20040319,3.9275,0.768,3.12
20040322,4.2275,0.7735,3.185
20040323,4.13,0.764,3.1575
20040324,4.12,0.7505,3.095
20040325,4.08,0.7125,3.0675
20040326,4.0525,0.7195,3.055
20040329,4.0575,0.724,3.05
20040330,4.1525,0.733,3.1225
20040331,4.08,0.7375,3.2
20040401,4.105,0.741,3.2575
20040402,4.1625,0.734,3.305
20040405,4.14,0.7195,3.295
20040406,4.165,0.728,3.2675
20040407,4.15,0.7325,3.3
20040408,4.145,0.7255,3.305
20040412,4.075,0.7205,3.2225
20040413,3.93,0.6935,3.1175
20040414,4.0125,0.705,3.165
20040415,3.83,0.704,3.075
20040416,3.885,0.7005,3.145
20040419,3.94,0.704,3.1125
20040420,3.97,0.6965,3.0925
20040421,3.85,0.6735,3.04
20040422,3.79,0.677,3.04
20040423,3.73,0.6795,3.035
20040426,3.74,0.6805,3.0125
20040427,3.803,0.6968,3.105
20040428,3.765,0.6982,3.1065
20040429,3.8555,0.6928,3.1745
20040430,3.883,0.6871,3.205
20040503,3.9725,0.6975,3.24
20040504,4.1125,0.722,3.2375
20040505,4.08,0.722,3.1975
20040506,4.0325,0.7115,3.1025
20040507,4.03,0.701,3.11
20040510,3.8525,0.7195,2.985
20040511,3.79,0.724,2.9925
20040512,3.695,0.7145,2.975
20040513,3.6925,0.72,2.9525
20040514,3.585,0.721,2.9225
20040517,3.6775,0.6955,2.9525
20040518,3.705,0.72,2.92
20040519,3.77,0.7295,2.985
20040520,3.7025,0.715,2.9225
20040521,3.6825,0.7235,2.9
20040524,3.785,0.7665,2.96
20040525,3.78,0.778,3.0375
20040526,3.815,0.8015,3.0075
20040527,3.6925,0.7995,2.9875
20040528,3.62,0.8555,3.04
20040601,3.8825,0.829,3.24
20040602,3.75,0.839,3.2175
20040603,3.6725,0.831,3.1075
20040604,3.7,0.83,3.0825
20040607,3.63,0.8105,3.0025
20040608,3.63,0.816,2.97
20040609,3.6,0.83,2.975
20040610,3.505,0.8325,2.8575
20040614,3.565,0.7995,2.8825
20040615,3.51,0.782,2.8025
20040616,3.52,0.7815,2.815
20040617,3.525,0.7595,2.7775
20040618,3.5275,0.757,2.745
20040621,3.5425,0.736,2.745
20040622,3.4375,0.741,2.6775
20040623,3.4525,0.7445,2.745
20040624,3.395,0.7405,2.7325
20040625,3.43,0.7203,2.771
20040628,3.423,0.7341,2.7275
20040629,3.4335,0.7304,2.707
20040630,3.442,0.7486,2.615
20040701,3.385,0.749,2.63
20040702,3.415,0.7225,2.5925
20040706,3.4475,0.708,2.54
20040707,3.4825,0.7155,2.5375
20040708,3.415,0.7,2.485
20040709,3.38,0.7095,2.4625
20040712,3.455,0.7065,2.48
20040713,3.395,0.7055,2.4475
20040714,3.45,0.7155,2.465
20040715,3.3325,0.721,2.425
20040716,3.3325,0.7165,2.39
20040719,3.355,0.7195,2.37
20040720,3.3125,0.7355,2.34
20040721,3.24,0.7135,2.2625
20040722,3.2275,0.717,2.1925
20040723,3.2875,0.6985,2.2375
20040726,3.2375,0.6865,2.2325
20040727,3.2125,0.6795,2.2225
20040728,3.1475,0.6795,2.185
20040729,3.1275,0.6765,2.185
20040730,3.1225,0.6645,2.1725
20040802,3.17,0.6645,2.1825
20040803,3.17,0.668,2.1925
20040804,3.185,0.663,2.2125
20040805,3.215,0.659,2.24
20040806,3.1575,0.6705,2.2575
20040809,3.16,0.6735,2.27
20040810,3.12,0.6705,2.245
20040811,3.0475,0.671,2.2075
20040812,2.995,0.6555,2.18
20040813,2.995,0.656,2.1775
20040816,3.0275,0.689,2.2225
20040817,3.0875,0.692,2.285
20040818,3.0175,0.666,2.255
20040819,3.095,0.671,2.2925
20040820,3.12,0.6655,2.3125
20040823,3.21,0.6985,2.3425
20040824,3.115,0.6945,2.3225
20040825,3.06,0.698,2.28
20040826,3.0835,0.7141,2.27
20040827,3.066,0.7144,2.2375
20040830,3.1105,0.7072,2.3095
20040831,3.2015,0.7194,2.3575
20040901,3.3025,0.7395,2.4275
20040902,3.225,0.7425,2.3625
20040903,3.19,0.722,2.31
20040907,3.1725,0.7085,2.265
20040908,3.1975,0.7125,2.2675
20040909,3.2025,0.74,2.265
20040910,3.335,0.742,2.2225
20040913,3.3625,0.7735,2.205
20040914,3.3175,0.778,2.18
20040915,3.3725,0.7705,2.185
20040916,3.3825,0.7845,2.1625
20040917,3.3325,0.7875,2.1525
20040920,3.2875,0.797,2.1275
20040921,3.3475,0.8165,2.1275
20040922,3.2575,0.8355,2.1025
20040923,3.2525,0.8105,2.0775
20040924,3.2175,0.83,2.0525
20040927,3.205,0.86,2.0775
20040928,3.1575,0.811,2.085
20040929,3.1975,0.824,2.0725
20040930,3.0675,0.8235,2.055
20041001,3.0375,0.8015,2.06
20041004,3.025,0.762,2.0275
20041005,3.0625,0.7815,2.045
20041006,3.02,0.7765,2.0725
20041007,3.0275,0.7815,2.06
20041008,3.0325,0.772,2.045
20041011,3.03,0.7585,2.0475
20041012,3.11,0.745,2.025
20041013,3.12,0.738,2.0525
20041014,3.14,0.7325,2.0425
20041015,3.1925,0.7465,2.0675
20041018,3.1475,0.7385,2.04
20041019,3.1925,0.7295,2.07
20041020,3.135,0.7465,2.06
20041021,3.1175,0.7555,2.0425
20041022,3.085,0.751,2.0175
20041025,3.16,0.756,2.0525
20041026,3.155,0.758,2.0675
20041027,3.1925,0.779,2.0625
20041028,3.2225,0.777,2.0625
20041029,3.165,0.744,2.025
20041101,3.0625,0.742,2
20041102,3.0225,0.757,1.9975
20041103,3.0025,0.7715,1.99
20041104,3.03,0.779,1.975
20041105,3.065,0.783,1.995
20041108,3.0875,0.7985,1.98
20041109,3.045,0.8,1.98
20041110,3.035,0.8135,1.9825
20041111,3.0275,0.8145,1.9725
20041112,3.0275,0.805,2
20041115,3.0625,0.9165,2.025
20041116,3.1075,0.8605,2.03
20041117,3.185,0.8805,2.0575
20041118,3.1625,0.889,2.04
20041119,3.0975,0.8725,1.9925
20041122,3.02,0.8935,1.975
20041123,3.005,0.8999,1.98
20041124,3.014,0.9012,1.9775
20041129,2.951,0.9657,2.0015
20041130,2.9895,0.9685,2.015
20041201,2.975,0.986,2.0325
20041202,2.9625,0.978,2.04
20041203,3.045,0.9795,2.0725
20041206,3.055,0.9765,2.09
20041207,2.99,0.974,2.0325
20041208,3,0.9805,2.04
20041209,3.02,0.9795,2.03
20041210,2.965,0.973,2.0125
20041213,2.99,0.939,2.0475
20041214,3.01,0.9405,2.06
20041215,3.025,1.0055,2.05
20041216,2.975,0.9975,2.035
20041217,3.0425,1.043,2.045
20041220,3.06,1.068,2.065
20041221,3.055,1.0505,2.0575
20041222,3.07,1.0125,2.055
20041223,3.095,1.051,2.07
20041227,3.05,1.047,2.075
20041228,3.05,1.052,2.07
20041229,3.035,1.0795,2.0325
20041230,3.075,1.0375,2.0475
20050103,3.0225,1.031,2.0175
20050104,2.96,1.0145,2.01
20050105,2.9975,0.985,2.015
20050106,3.0825,0.968,2.0875
20050107,3.0975,0.9625,2.0675
20050110,3.0775,0.956,2.0675
20050111,3.065,0.9565,2.0675
20050112,3.0725,0.9885,2.005
20050113,3.075,1.011,2
20050114,2.975,1.001,1.9725
20050118,2.965,1.044,1.96
20050119,2.99,1.041,1.9675
20050120,2.9475,1.02,1.9775
20050121,2.9575,1.0325,1.97
20050124,2.9525,1.0465,1.9775
20050125,2.97,1.0575,1.99
20050126,2.9525,1.051,1.9875
20050127,2.895,1.032,1.9575
20050128,2.9,1.053,1.9575
20050131,2.91,1.0535,1.97
20050201,2.9225,1.058,1.97
20050202,2.8825,1.049,1.9525
20050203,2.8975,1.053,1.95
20050204,2.8775,1.105,1.95
20050207,2.925,1.1275,1.9625
20050208,2.9175,1.117,1.9475
20050209,2.9,1.1245,1.95
20050210,2.9625,1.1385,1.9825
20050211,2.945,1.1345,1.9825
20050214,3.0175,1.124,2.005
20050215,2.9925,1.178,2
20050216,2.925,1.1685,1.97
20050217,2.955,1.1705,1.9925
20050218,2.96,1.1805,2
20050222,3.125,1.151,2.075
20050223,3.177,1.2197,2.0735
20050224,3.1615,1.2008,2.0885
20050225,3.2925,1.1654,2.175
20050228,3.4365,1.2107,2.211
20050301,3.3825,1.2145,2.1925
20050302,3.405,1.2155,2.19
20050303,3.38,1.2305,2.18
20050304,3.37,1.2405,2.17
20050307,3.3225,1.302,2.1325
20050308,3.3725,1.3285,2.1425
20050309,3.4075,1.3175,2.1625
20050310,3.48,1.381,2.2
20050311,3.58,1.3665,2.2475
20050314,3.54,1.347,2.21
20050315,3.68,1.369,2.285
20050316,3.61,1.3635,2.255
20050317,3.665,1.361,2.235
20050318,3.565,1.332,2.1975
20050321,3.425,1.3065,2.145
20050322,3.445,1.3135,2.14
20050323,3.3675,1.2525,2.1075
20050324,3.385,1.209,2.105
20050328,3.36,1.2235,2.1275
20050329,3.345,1.2205,2.13
20050330,3.335,1.25,2.125
20050331,3.31,1.264,2.13
20050401,3.225,1.2395,2.1275
20050404,3.165,1.2305,2.0975
20050405,3.1125,1.261,2.055
20050406,3.1425,1.247,2.0725
20050407,3.1425,1.2195,2.055
20050408,3.1,1.1685,2.04
20050411,3.135,1.135,2.0575
20050412,3.11,1.1485,2.0675
20050413,3.105,1.146,2.0575
20050414,3.09,1.1105,2.075
20050415,3.0525,1.1255,2.0625
20050418,3.0175,1.1195,2.0425
20050419,3.08,1.18,2.095
20050420,3.1075,1.2185,2.1075
20050421,3.11,1.1975,2.1125
20050422,3.0925,1.248,2.0925
20050425,3.2075,1.244,2.1325
20050426,3.249,1.3017,2.1475
20050427,3.234,1.3161,2.1175
20050428,3.2325,1.2974,2.096
20050429,3.244,1.2739,2.1175
20050502,3.2325,1.2355,2.09
20050503,3.1775,1.219,2.05
20050504,3.1725,1.2545,2.06
20050505,3.1375,1.2295,2.08
20050506,3.17,1.245,2.0825
20050509,3.135,1.2395,2.0775
20050510,3.215,1.216,2.0825
20050511,3.1375,1.2475,2.065
20050512,3.0875,1.225,2.0425
20050513,3.0275,1.215,2.035
20050516,3.0625,1.1625,2.07
20050517,3.1,1.182,2.075
20050518,3.15,1.184,2.1075
20050519,3.095,1.168,2.095
20050520,3.13,1.17,2.1325
20050523,3.3375,1.1815,2.245
20050524,3.32,1.1965,2.2125
20050525,3.3025,1.224,2.2275
20050526,3.3775,1.237,2.25
20050527,3.35,1.219,2.2125
20050531,3.3175,1.1835,2.22
